ensembl_id,entrez_id,hgnc_symbol,hgnc_name,cytogenetic_location,uni_protein_id,gene_biotype
ENSG00000268117,,,,,,
ENSG00000145309,85438.0,CABS1,"calcium binding protein, spermatid associated 1",4q13.3,Q96KC9,protein_coding
ENSG00000181325,,,,,,
ENSG00000233099,,,,,,
ENSG00000142856,23421.0,ITGB3BP,integrin subunit beta 3 binding protein,1p31.3,Q13352,protein_coding
ENSG00000200711,,,,,,
ENSG00000251001,,,,,,
ENSG00000239829,,,,,,
ENSG00000116489,829.0,CAPZA1,capping actin protein of muscle Z-line alpha subunit 1,1p13.2,A0A024R0E5,protein_coding
ENSG00000252464,,,,,,
ENSG00000257495,100127967.0,KRT73-AS1,KRT73 antisense RNA 1,12q13.13,,antisense
ENSG00000235061,,,,,,
ENSG00000264312,,,,,,
ENSG00000236764,,,,,,
ENSG00000249919,,,,,,
ENSG00000242324,,,,,,
ENSG00000264679,,,,,,
ENSG00000252698,,,,,,
ENSG00000265771,,,,,,
ENSG00000232625,,,,,,
ENSG00000169605,56287.0,GKN1,gastrokine 1,2p13.3,Q53YU7,protein_coding
ENSG00000214584,,,,,,
ENSG00000120686,51569.0,UFM1,ubiquitin fold modifier 1,13q13.3,P61960,protein_coding
ENSG00000197614,8076.0,MFAP5,microfibrillar associated protein 5,12p13.31,B3KW70,protein_coding
ENSG00000227112,,,,,,
ENSG00000135269,26136.0,TES,testin LIM domain protein,7q31.2,A4D0U5,protein_coding
ENSG00000225705,,,,,,
ENSG00000228681,,,,,,
ENSG00000235189,,,,,,
ENSG00000119596,56252.0,YLPM1,YLP motif containing 1,14q24.3,P49750,protein_coding
ENSG00000232889,,,,,,
ENSG00000249341,100506444.0,LOC100506444,uncharacterized LOC100506444,4q12,,sense_intronic
ENSG00000232687,,,,,,
ENSG00000260580,,,,,,
ENSG00000168646,8313.0,AXIN2,axin 2,17q24.1,Q9Y2T1,protein_coding
ENSG00000155816,56776.0,FMN2,formin 2,1q43,Q9HBL1,protein_coding
ENSG00000267270,100130522.0,PARD6G-AS1,PARD6G antisense RNA 1,18q23,,antisense
ENSG00000226421,,,,,,
ENSG00000233079,105378738.0,LINC01755,long intergenic non-protein coding RNA 1755,1p32.2,,lincRNA
ENSG00000223525,,,,,,
ENSG00000147324,9258.0,MFHAS1,malignant fibrous histiocytoma amplified sequence 1,8p23.1,Q9Y4C4,protein_coding
ENSG00000015676,23386.0,NUDCD3,NudC domain containing 3,7p13,Q8IVD9,protein_coding
ENSG00000268842,,,,,,
ENSG00000184436,80764.0,THAP7,THAP domain containing 7,22q11.21,Q9BT49,protein_coding
ENSG00000237127,,,,,,
ENSG00000238698,,,,,,
ENSG00000166685,9382.0,COG1,component of oligomeric golgi complex 1,17q25.1,Q8WTW3,protein_coding
ENSG00000232254,,,,,,
ENSG00000235301,,,,,,
ENSG00000238021,,,,,,
ENSG00000263964,100616382.0,MIR4509-3,microRNA 4509-3,15q13.1,,miRNA
ENSG00000230523,101928460.0,LINC01756,long intergenic non-protein coding RNA 1756,1p35.3,,lincRNA
ENSG00000221299,,,,,,
ENSG00000233922,105372840.0,LINC01694,long intergenic non-protein coding RNA 1694,21q22.3,,lincRNA
ENSG00000202105,,,,,,
ENSG00000057657,639.0,PRDM1,PR/SET domain 1,6q21,O75626,protein_coding
ENSG00000243345,,,,,,
ENSG00000239332,100134259.0,LINC01119,long intergenic non-protein coding RNA 1119,2p21,,lincRNA
ENSG00000237321,,,,,,
ENSG00000164715,22853.0,LMTK2,lemur tyrosine kinase 2,7q21.3,Q8IWU2,protein_coding
ENSG00000266432,,,,,,
ENSG00000202533,,,,,,
ENSG00000251179,103752589.0,TMEM92-AS1,TMEM92 antisense RNA 1,17q21.33,,antisense
ENSG00000236496,,,,,,
ENSG00000005421,5444.0,PON1,paraoxonase 1,7q21.3,P27169,protein_coding
ENSG00000189064,2574.0,GAGE2C,G antigen 2C,Xp11.23,Q13066,protein_coding
ENSG00000175785,145270.0,PRIMA1,proline rich membrane anchor 1,14q32.12,A0A024R6J9,protein_coding
ENSG00000121671,1408.0,CRY2,cryptochrome circadian clock 2,11p11.2,Q49AN0,protein_coding
ENSG00000206745,,,,,,
ENSG00000212280,,,,,,
ENSG00000273289,,,,,,
ENSG00000248964,101929470.0,LOC101929470,uncharacterized LOC101929470,8p12,,lincRNA
ENSG00000211978,,,,,,
ENSG00000176082,,,,,,
ENSG00000200406,767603.0,SNORD114-23,"small nucleolar RNA, C/D box 114-23",14q32.31,,snoRNA
ENSG00000227157,,,,,,
ENSG00000207972,693223.0,MIR638,microRNA 638,19p13.2,,miRNA
ENSG00000154144,84897.0,TBRG1,transforming growth factor beta regulator 1,11q24.2,Q3YBR2,protein_coding
ENSG00000200623,595098.0,SNORD18A,"small nucleolar RNA, C/D box 18A",15q22.31,,snoRNA
ENSG00000254387,,,,,,
ENSG00000218713,,,,,,
ENSG00000021645,9369.0,NRXN3,neurexin 3,14q24.3-q31.1,Q9HDB5,protein_coding
ENSG00000167994,5866.0,RAB3IL1,RAB3A interacting protein like 1,11q12.2-q12.3,Q8TBN0,protein_coding
ENSG00000211968,,,,,,
ENSG00000221058,,,,,,
ENSG00000271339,,,,,,
ENSG00000240729,,,,,,
ENSG00000133246,84106.0,PRAM1,PML-RARA regulated adaptor molecule 1,19p13.2,Q96QH2,protein_coding
ENSG00000272719,,,,,,
ENSG00000106819,54829.0,ASPN,asporin,9q22.31,Q9BXN1,protein_coding
ENSG00000197006,51108.0,METTL9,methyltransferase like 9,16p12.2,Q9H1A3,protein_coding
ENSG00000259855,,,,,,
ENSG00000252516,,,,,,
ENSG00000266443,,,,,,
ENSG00000212520,,,,,,
ENSG00000232848,,,,,,
ENSG00000253219,,,,,,
ENSG00000197591,391189.0,OR11L1,olfactory receptor family 11 subfamily L member 1,1q44,Q8NGX0,protein_coding
ENSG00000238087,,,,,,
ENSG00000211815,,,,,,
ENSG00000262117,400500.0,BCAR4,breast cancer anti-estrogen resistance 4 (non-protein coding),16p13.13,,lincRNA
ENSG00000186162,152302.0,CIDECP,cell death-inducing DFFA-like effector c pseudogene,3p25.3,,transcribed_unprocessed_pseudogene
ENSG00000237205,,,,,,
ENSG00000242922,,,,,,
ENSG00000172938,116512.0,MRGPRD,MAS related GPR family member D,11q13.3,Q8TDS7,protein_coding
ENSG00000234698,,,,,,
ENSG00000231557,,,,,,
ENSG00000269505,,,,,,
ENSG00000159713,51673.0,TPPP3,tubulin polymerization promoting protein family member 3,16q22.1,A0A024R702,protein_coding
ENSG00000254923,392196.0,LOC392196,ubiquitin specific peptidase 17-like family member 2 pseudogene,8p23.1,,processed_pseudogene
ENSG00000176268,,,,,,
ENSG00000201618,,,,,,
ENSG00000260451,,,,,,
ENSG00000167701,2875.0,GPT,glutamic--pyruvic transaminase,8q24.3,P24298,protein_coding
ENSG00000255365,,,,,,
ENSG00000107954,9148.0,NEURL1,neuralized E3 ubiquitin protein ligase 1,10q24.33,B4DS86,protein_coding
ENSG00000214940,101059938.0,NPIPA7,nuclear pore complex interacting protein family member A7,16p13.11,E9PJI5,protein_coding
ENSG00000101343,51340.0,CRNKL1,crooked neck pre-mRNA splicing factor 1,20p11.23,Q5JY65,protein_coding
ENSG00000227182,,,,,,
ENSG00000236088,100874058.0,COX10-AS1,COX10 antisense RNA 1,17p12,,processed_transcript
ENSG00000212512,,,,,,
ENSG00000165916,5702.0,PSMC3,"proteasome 26S subunit, ATPase 3",11p11.2,A0A140VK42,protein_coding
ENSG00000100519,5706.0,PSMC6,"proteasome 26S subunit, ATPase 6",14q22.1,A0A087X2I1,protein_coding
ENSG00000271452,,,,,,
ENSG00000182134,11022.0,TDRKH,tudor and KH domain containing,1q21.3,Q9Y2W6,protein_coding
ENSG00000226507,,,,,,
ENSG00000198471,344892.0,RTP2,receptor transporter protein 2,3q27.3,Q5QGT7,protein_coding
ENSG00000214717,9189.0,ZBED1,zinc finger BED-type containing 1,Xp22.33,A0A024RBU4,protein_coding
ENSG00000262312,,,,,,
ENSG00000128285,2847.0,MCHR1,melanin concentrating hormone receptor 1,22q13.2,Q99705,protein_coding
ENSG00000265262,,,,,,
ENSG00000239589,255025.0,LINC00879,long intergenic non-protein coding RNA 879,3q11.2,,lincRNA
ENSG00000273478,,,,,,
ENSG00000234275,,,,,,
ENSG00000230408,101927795.0,LOC101927795,uncharacterized LOC101927795,2q33.1,,antisense
ENSG00000219607,648791.0,PPP1R3G,protein phosphatase 1 regulatory subunit 3G,6p25.1,B7ZBB8,protein_coding
ENSG00000258500,,,,,,
ENSG00000207554,693232.0,MIR647,microRNA 647,20q13.33,,miRNA
ENSG00000232914,,,,,,
ENSG00000196115,255926.0,ADAM5,ADAM metallopeptidase domain 5 (pseudogene),8p11.22,,transcribed_unitary_pseudogene
ENSG00000112541,10846.0,PDE10A,phosphodiesterase 10A,6q27,Q9Y233,protein_coding
ENSG00000255458,,,,,,
ENSG00000264254,,,,,,
ENSG00000227138,,,,,,
ENSG00000201736,,,,,,
ENSG00000271551,,,,,,
ENSG00000164323,57587.0,CFAP97,cilia and flagella associated protein 97,4q35.1,Q9P2B7,protein_coding
ENSG00000142089,10410.0,IFITM3,interferon induced transmembrane protein 3,11p15.5,Q01628,protein_coding
ENSG00000087510,7022.0,TFAP2C,transcription factor AP-2 gamma,20q13.31,Q92754,protein_coding
ENSG00000242531,,,,,,
ENSG00000204248,1302.0,COL11A2,collagen type XI alpha 2 chain,6p21.32,P13942,protein_coding
ENSG00000145358,115265.0,DDIT4L,DNA damage inducible transcript 4 like,4q24,Q96D03,protein_coding
ENSG00000223652,,,,,,
ENSG00000242536,,,,,,
ENSG00000272019,,,,,,
ENSG00000234001,,,,,,
ENSG00000259925,,,,,,
ENSG00000069011,5307.0,PITX1,paired like homeodomain 1,5q31.1,P78337,protein_coding
ENSG00000197727,,,,,,
ENSG00000221319,,,,,,
ENSG00000232783,,,,,,
ENSG00000128604,3663.0,IRF5,interferon regulatory factor 5,7q32.1,Q13568,protein_coding
ENSG00000127920,2791.0,GNG11,G protein subunit gamma 11,7q21.3,P61952,protein_coding
ENSG00000201016,,,,,,
ENSG00000252048,,,,,,
ENSG00000243335,154881.0,KCTD7,potassium channel tetramerization domain containing 7,7q11.21,Q96MP8,protein_coding
ENSG00000201662,,,,,,
ENSG00000258425,,,,,,
ENSG00000262623,,,,,,
ENSG00000254251,,,,,,
ENSG00000251967,,,,,,
ENSG00000231576,,,,,,
ENSG00000244588,642636.0,RAD21L1,RAD21 cohesin complex component like 1,20p13,Q9H4I0,protein_coding
ENSG00000234502,,,,,,
ENSG00000254324,442893.0,MIR151A,microRNA 151a,8q24.3,,miRNA
ENSG00000221555,,,,,,
ENSG00000263973,100616148.0,MIR4760,microRNA 4760,21q22.2,,miRNA
ENSG00000204438,7918.0,GPANK1,G-patch domain and ankyrin repeats 1,6p21.33,A0A024RCU2,protein_coding
ENSG00000115761,79954.0,NOL10,nucleolar protein 10,2p25.1,Q9BSC4,protein_coding
ENSG00000242866,161497.0,STRC,stereocilin,15q15.3,Q7RTU9,protein_coding
ENSG00000144229,80731.0,THSD7B,thrombospondin type 1 domain containing 7B,2q22.1,E7EM75,protein_coding
ENSG00000255311,,,,,,
ENSG00000250855,,,,,,
ENSG00000087152,56970.0,ATXN7L3,ataxin 7 like 3,17q21.31,Q14CW9,protein_coding
ENSG00000137275,8737.0,RIPK1,receptor interacting serine/threonine kinase 1,6p25.2,Q13546,protein_coding
ENSG00000267704,,,,,,
ENSG00000180758,80045.0,GPR157,G protein-coupled receptor 157,1p36.22,Q5UAW9,protein_coding
ENSG00000237152,100874074.0,DLEU7-AS1,DLEU7 antisense RNA 1,13q14.3,,antisense
ENSG00000162073,124222.0,PAQR4,progestin and adipoQ receptor family member 4,16p13.3,Q8N4S7,protein_coding
ENSG00000267350,,,,,,
ENSG00000270990,,,,,,
ENSG00000188712,,,,,,
ENSG00000135114,8638.0,OASL,2'-5'-oligoadenylate synthetase like,12q24.31,Q15646,protein_coding
ENSG00000203498,,,,,,
ENSG00000260776,,,,,,
ENSG00000231124,,,,,,
ENSG00000248777,,,,,,
ENSG00000116833,2494.0,NR5A2,nuclear receptor subfamily 5 group A member 2,1q32.1,O00482,protein_coding
ENSG00000067141,4756.0,NEO1,neogenin 1,15q24.1,Q59FP8,protein_coding
ENSG00000267228,51124.0,IER3IP1,immediate early response 3 interacting protein 1,18q21.1,Q9Y5U9,protein_coding
ENSG00000270741,,,,,,
ENSG00000206618,,,,,,
ENSG00000270989,,,,,,
ENSG00000091129,4897.0,NRCAM,neuronal cell adhesion molecule,7q31.1,Q14CA1,protein_coding
ENSG00000204316,64978.0,MRPL38,mitochondrial ribosomal protein L38,17q25.1,Q96DV4,protein_coding
ENSG00000240286,,,,,,
ENSG00000140937,1009.0,CDH11,cadherin 11,16q21,P55287,protein_coding
ENSG00000250573,,,,,,
ENSG00000171574,201514.0,ZNF584,zinc finger protein 584,19q13.43,B4DQS1,protein_coding
ENSG00000137802,23005.0,MAPKBP1,mitogen-activated protein kinase binding protein 1,15q15.1,O60336,protein_coding
ENSG00000236079,,,,,,
ENSG00000244300,,,,,,
ENSG00000095627,56165.0,TDRD1,tudor domain containing 1,10q25.3,A0A140VJW6,protein_coding
ENSG00000236605,,,,,,
ENSG00000018699,55622.0,TTC27,tetratricopeptide repeat domain 27,2p22.3,B4DRC7,protein_coding
ENSG00000146733,5723.0,PSPH,phosphoserine phosphatase,7p11.2,A0A024RDL3,protein_coding
ENSG00000199765,,,,,,
ENSG00000255548,,,,,,
ENSG00000174521,148014.0,TTC9B,tetratricopeptide repeat domain 9B,19q13.2,Q8N6N2,protein_coding
ENSG00000170191,140838.0,NANP,N-acetylneuraminic acid phosphatase,20p11.21,Q8TBE9,protein_coding
ENSG00000249200,,,,,,
ENSG00000228056,,,,,,
ENSG00000134996,26578.0,OSTF1,osteoclast stimulating factor 1,9q21.13,Q92882,protein_coding
ENSG00000265677,,,,,,
ENSG00000197299,641.0,BLM,Bloom syndrome RecQ like helicase,15q26.1,P54132,protein_coding
ENSG00000158773,7391.0,USF1,upstream transcription factor 1,1q23.3,A0A0S2Z4U5,protein_coding
ENSG00000225480,,,,,,
ENSG00000198707,80184.0,CEP290,centrosomal protein 290,12q21.32,O15078,protein_coding
ENSG00000186807,,,,,,
ENSG00000239702,,,,,,
ENSG00000233154,101929023.0,LINC01762,long intergenic non-protein coding RNA 1762,1p13.1,,lincRNA
ENSG00000260060,,,,,,
ENSG00000113211,56130.0,PCDHB6,protocadherin beta 6,5q31.3,A0A096LNH7,protein_coding
ENSG00000119729,23433.0,RHOQ,ras homolog family member Q,2p21,P17081,protein_coding
ENSG00000204775,,,,,,
ENSG00000110171,10612.0,TRIM3,tripartite motif containing 3,11p15.4,O75382,protein_coding
ENSG00000099337,9424.0,KCNK6,potassium two pore domain channel subfamily K member 6,19q13.2,B2RDS2,protein_coding
ENSG00000227477,100505826.0,STK4-AS1,STK4 antisense RNA 1 (head to head),20q13.12,,lincRNA
ENSG00000255075,,,,,,
ENSG00000241764,,,,,,
ENSG00000103257,8140.0,SLC7A5,solute carrier family 7 member 5,16q24.2,Q01650,protein_coding
ENSG00000234285,,,,,,
ENSG00000265108,,,,,,
ENSG00000162300,7542.0,ZFPL1,zinc finger protein like 1,11q13.1,A0A024R576,protein_coding
ENSG00000175264,8534.0,CHST1,carbohydrate sulfotransferase 1,11p11.2,O43916,protein_coding
ENSG00000207602,,,,,,
ENSG00000260572,,,,,,
ENSG00000230196,,,,,,
ENSG00000115107,55240.0,STEAP3,STEAP3 metalloreductase,2q14.2,A0A024RAD7,protein_coding
ENSG00000145545,6715.0,SRD5A1,steroid 5 alpha-reductase 1,5p15.31,P18405,protein_coding
ENSG00000170561,153572.0,IRX2,iroquois homeobox 2,5p15.33,Q9BZI1,protein_coding
ENSG00000138722,22915.0,MMRN1,multimerin 1,4q22.1,Q13201,protein_coding
ENSG00000265259,,,,,,
ENSG00000224071,,,,,,
ENSG00000176273,159371.0,SLC35G1,solute carrier family 35 member G1,10q23.33,Q2M3R5,protein_coding
ENSG00000121774,10657.0,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1",1p35.2,Q07666,protein_coding
ENSG00000263847,,,,,,
ENSG00000267052,,,,,,
ENSG00000223391,,,,,,
ENSG00000268885,,,,,,
ENSG00000256350,,,,,,
ENSG00000240455,,,,,,
ENSG00000259396,,,,,,
ENSG00000010295,25900.0,IFFO1,intermediate filament family orphan 1,12p13.31,Q0D2I5,protein_coding
ENSG00000196960,,,,,,
ENSG00000203512,,,,,,
ENSG00000268482,,,,,,
ENSG00000233647,,,,,,
ENSG00000131351,93323.0,HAUS8,HAUS augmin like complex subunit 8,19p13.11,Q9BT25,protein_coding
ENSG00000136450,6426.0,SRSF1,serine and arginine rich splicing factor 1,17q22,Q07955,protein_coding
ENSG00000205596,,,,,,
ENSG00000074219,8463.0,TEAD2,TEA domain transcription factor 2,19q13.33,A0A024QZE2,protein_coding
ENSG00000250227,,,,,,
ENSG00000131116,126299.0,ZNF428,zinc finger protein 428,19q13.31,I6L9C8,protein_coding
ENSG00000261174,,,,,,
ENSG00000230381,,,,,,
ENSG00000258644,100529257.0,SYNJ2BP-COX16,SYNJ2BP-COX16 readthrough,14q24.2,A0A087WYV9,protein_coding
ENSG00000123607,79809.0,TTC21B,tetratricopeptide repeat domain 21B,2q24.3,A8KA77,protein_coding
ENSG00000166803,9768.0,PCLAF,PCNA clamp associated factor,15q22.31,Q15004,protein_coding
ENSG00000174792,152816.0,C4orf26,chromosome 4 open reading frame 26,4q21.1,Q17RF5,protein_coding
ENSG00000199440,,,,,,
ENSG00000207475,677823.0,SNORA80E,"small nucleolar RNA, H/ACA box 80E",1q22,,snoRNA
ENSG00000232282,,,,,,
ENSG00000130368,4142.0,MAS1,"MAS1 proto-oncogene, G protein-coupled receptor",6q25.3,P04201,protein_coding
ENSG00000105198,29124.0,LGALS13,galectin 13,19q13.2,Q9UHV8,protein_coding
ENSG00000135960,10913.0,EDAR,ectodysplasin A receptor,2q13,Q9UNE0,protein_coding
ENSG00000106483,6424.0,SFRP4,secreted frizzled related protein 4,7p14.1,Q6FHJ7,protein_coding
ENSG00000257943,,,,,,
ENSG00000066230,6550.0,SLC9A3,solute carrier family 9 member A3,5p15.33,P48764,protein_coding
ENSG00000235513,,,,,,
ENSG00000144152,129804.0,FBLN7,fibulin 7,2q13-q14.1,Q53RD9,protein_coding
ENSG00000233839,,,,,,
ENSG00000236240,,,,,,
ENSG00000255235,,,,,,
ENSG00000136938,10541.0,ANP32B,acidic nuclear phosphoprotein 32 family member B,9q22.33,Q92688,protein_coding
ENSG00000221392,,,,,,
ENSG00000128829,440275.0,EIF2AK4,eukaryotic translation initiation factor 2 alpha kinase 4,15q15.1,Q9P2K8,protein_coding
ENSG00000141552,51529.0,ANAPC11,anaphase promoting complex subunit 11,17q25.3,A0A024R8S1,protein_coding
ENSG00000184423,,,,,,
ENSG00000187268,171484.0,FAM9C,family with sequence similarity 9 member C,Xp22.2,A0A024RBW5,protein_coding
ENSG00000258332,,,,,,
ENSG00000197363,340385.0,ZNF517,zinc finger protein 517,8q24.3,B7ZLN6,protein_coding
ENSG00000238166,646938.0,LOC646938,TBC1 domain family member 2B pseudogene,15q25.1,,transcribed_unprocessed_pseudogene
ENSG00000080986,10403.0,NDC80,"NDC80, kinetochore complex component",18p11.32,A8K031,protein_coding
ENSG00000199932,,,,,,
ENSG00000261574,,,,,,
ENSG00000235629,,,,,,
ENSG00000256977,3987.0,LIMS1,LIM zinc finger domain containing 1,2q12.3,P48059,protein_coding
ENSG00000266827,100616460.0,MIR3689E,microRNA 3689e,9q34.3,,miRNA
ENSG00000223518,,,,,,
ENSG00000115942,4999.0,ORC2,origin recognition complex subunit 2,2q33.1,A0A024R411,protein_coding
ENSG00000136918,401551.0,WDR38,WD repeat domain 38,9q33.3,B9EK65,protein_coding
ENSG00000240990,221883.0,HOXA11-AS,HOXA11 antisense RNA,7p15.2,,antisense
ENSG00000184886,,,,,,
ENSG00000227653,,,,,,
ENSG00000135334,55122.0,AKIRIN2,akirin 2,6q15,Q53H80,protein_coding
ENSG00000270143,,,,,,
ENSG00000101856,10857.0,PGRMC1,progesterone receptor membrane component 1,Xq24,O00264,protein_coding
ENSG00000164081,51368.0,TEX264,testis expressed 264,3p21.2,Q9Y6I9,protein_coding
ENSG00000266899,,,,,,
ENSG00000110931,10645.0,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2,12q24.31,A0A024RBQ0,protein_coding
ENSG00000163541,8802.0,SUCLG1,succinate-CoA ligase alpha subunit,2p11.2,P53597,protein_coding
ENSG00000214222,,,,,,
ENSG00000183426,9284.0,NPIPA1,nuclear pore complex interacting protein family member A1,16p13.11,Q9UND3,protein_coding
ENSG00000248686,,,,,,
ENSG00000237160,,,,,,
ENSG00000259640,,,,,,
ENSG00000219163,,,,,,
ENSG00000069712,23285.0,KIAA1107,KIAA1107,1p22.1,A0A1B0GWG1,protein_coding
ENSG00000207365,,,,,,
ENSG00000175728,,,,,,
ENSG00000141101,28987.0,NOB1,NIN1/PSMD8 binding protein 1 homolog,16q22.1,Q9ULX3,protein_coding
ENSG00000269519,,,,,,
ENSG00000257449,,,,,,
ENSG00000244563,,,,,,
ENSG00000215960,,,,,,
ENSG00000251454,,,,,,
ENSG00000161542,5635.0,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1,17q25.1,B4DP31,protein_coding
ENSG00000225818,,,,,,
ENSG00000271063,,,,,,
ENSG00000136877,2356.0,FPGS,folylpolyglutamate synthase,9q34.11,Q05932,protein_coding
ENSG00000144451,79582.0,SPAG16,sperm associated antigen 16,2q34,Q4G1A2,protein_coding
ENSG00000158125,7498.0,XDH,xanthine dehydrogenase,2p23.1,P47989,protein_coding
ENSG00000205744,79958.0,DENND1C,DENN domain containing 1C,19p13.3,Q8IV53,protein_coding
ENSG00000104825,4793.0,NFKBIB,NFKB inhibitor beta,19q13.2,G5E9C2,protein_coding
ENSG00000269873,,,,,,
ENSG00000173825,220359.0,TIGD3,tigger transposable element derived 3,11q13.1,Q6B0B8,protein_coding
ENSG00000154358,84033.0,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",1q42.13,Q5VST9,protein_coding
ENSG00000252872,,,,,,
ENSG00000181927,81300.0,OR4P4,olfactory receptor family 4 subfamily P member 4,11q11,Q8NGL7,protein_coding
ENSG00000270933,,,,,,
ENSG00000255686,,,,,,
ENSG00000234624,,,,,,
ENSG00000225129,,,,,,
ENSG00000196566,,,,,,
ENSG00000204033,340745.0,LRIT2,"leucine rich repeat, Ig-like and transmembrane domains 2",10q23.1,A6NDA9,protein_coding
ENSG00000221657,,,,,,
ENSG00000100034,9647.0,PPM1F,"protein phosphatase, Mg2+/Mn2+ dependent 1F",22q11.22,P49593,protein_coding
ENSG00000224999,,,,,,
ENSG00000141568,3607.0,FOXK2,forkhead box K2,17q25.3,Q01167,protein_coding
ENSG00000233328,,,,,,
ENSG00000231440,,,,,,
ENSG00000265837,,,,,,
ENSG00000255312,,,,,,
ENSG00000220291,,,,,,
ENSG00000268623,,,,,,
ENSG00000203942,414157.0,C10orf62,chromosome 10 open reading frame 62,10q24.2,Q5T681,protein_coding
ENSG00000081842,56142.0,PCDHA6,protocadherin alpha 6,5q31.3,Q9UN73,protein_coding
ENSG00000236173,,,,,,
ENSG00000230746,,,,,,
ENSG00000229155,,,,,,
ENSG00000267529,,,,,,
ENSG00000213787,,,,,,
ENSG00000153086,130013.0,ACMSD,aminocarboxymuconate semialdehyde decarboxylase,2q21.3,A0A0S2Z681,protein_coding
ENSG00000230447,,,,,,
ENSG00000111339,420.0,ART4,ADP-ribosyltransferase 4 (Dombrock blood group),12p12.3,Q93070,protein_coding
ENSG00000170523,3889.0,KRT83,keratin 83,12q13.13,P78385,protein_coding
ENSG00000273270,,,,,,
ENSG00000215262,157855.0,KCNU1,potassium calcium-activated channel subfamily U member 1,8p11.23,A8MYU2,protein_coding
ENSG00000253349,,,,,,
ENSG00000252346,,,,,,
ENSG00000203317,,,,,,
ENSG00000222238,,,,,,
ENSG00000260855,,,,,,
ENSG00000216073,,,,,,
ENSG00000270321,,,,,,
ENSG00000160999,10603.0,SH2B2,SH2B adaptor protein 2,7q22.1,A0A0A0MTI2,protein_coding
ENSG00000154767,7508.0,XPC,"XPC complex subunit, DNA damage recognition and repair factor",3p25.1,Q01831,protein_coding
ENSG00000271267,,,,,,
ENSG00000139517,222484.0,LNX2,ligand of numb-protein X 2,13q12.2,Q8N448,protein_coding
ENSG00000227059,647589.0,ANHX,anomalous homeobox,12q24.33,E9PGG2,protein_coding
ENSG00000230105,,,,,,
ENSG00000157322,348174.0,CLEC18A,C-type lectin domain family 18 member A,16q22.1,A5D8T8,protein_coding
ENSG00000254925,,,,,,
ENSG00000213033,,,,,,
ENSG00000251753,,,,,,
ENSG00000185640,338785.0,KRT79,keratin 79,12q13.13,Q5XKE5,protein_coding
ENSG00000217791,,,,,,
ENSG00000224387,,,,,,
ENSG00000262333,,,,,,
ENSG00000230440,,,,,,
ENSG00000211920,,,,,,
ENSG00000263272,,,,,,
ENSG00000267117,,,,,,
ENSG00000203697,388743.0,CAPN8,calpain 8,1q41,A6NHC0,protein_coding
ENSG00000087995,339175.0,METTL2A,methyltransferase like 2A,17q23.2,B3KM33,protein_coding
ENSG00000233560,,,,,,
ENSG00000263744,100500844.0,MIR3664,microRNA 3664,11q13.4,,miRNA
ENSG00000118804,8987.0,STBD1,starch binding domain 1,4q21.1,O95210,protein_coding
